,Date,Type,Confirmation Code,Start Date,Nights,Listing,Details,Reference,Currency,Amount,Paid Out,Host Fee,Cleaning Fee,Linens fee,Community fee,guest_name_sha256
294,02/04/2019,Reservation,HMWPCM28WM,02/03/2019,5.0,"Red Victorian - Private room, Peace Room",,,USD,318.16,,9.84,28.0,16.0,28.0,50c445160bbf7781970f4846b2cfe3af9f127581fe3f7b989b9e2dee6ceb70d1
295,02/03/2019,Payout,,,,,Transfer to *****6485,,USD,,1452.82,,,,,
296,02/03/2019,Reservation,HMQN9S4QCQ,02/02/2019,6.0,"Red Victorian - Private room for 3, Friends Room",,,USD,574.24,,17.76,20.0,15.0,40.0,97bf2cecaa7ac2109428dd6751c24ddd76bbddb83d49347da907bc74e8ab1cb0
297,02/03/2019,Reservation,HM5MQNY4EW,02/02/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,268.45,,8.3,15.0,11.25,30.0,30ea36f2ff63747b084960e1ed431b335756602a7cb8d1e36e7b33f0d7652a3d
298,02/03/2019,Reservation,HMX5EF289X,02/02/2019,4.0,"Red Victorian - Private room, The Conservatory",,,USD,323.01,,9.99,31.5,18.0,31.5,6d725684fbd410d42a4d8b563f70a48b6a54ac6895121e31d04650a9d80c4c24
299,02/03/2019,Reservation,HMATHYXJ5W,02/02/2019,3.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,127.07,,3.93,15.0,20.0,15.0,4c354c63807eab2cf60719a861379c68227f7f6af679ab8382b67438adf9d694
300,02/03/2019,Reservation,HMWEWCMJ3B,02/02/2019,4.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,160.05,,4.95,15.0,20.0,15.0,bb81e1d1f59e7d24ada3e29a3b4fb827eeffe15b1e2c882a38000dbc43b600df
301,02/02/2019,Payout,,,,,Transfer to *****6485,,USD,,61.91,,,,,
302,01/15/2019,Reservation,HMHBFTP95R,01/14/2019,22.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,61.91,,1.91,2.41,,,389a1870d94ba19ee167b119c846b2984730a9ef594a5f1702b6a43b24dad84c
303,02/02/2019,Payout,,,,,Transfer to *****6485,,USD,,898.72,,,,,
304,02/02/2019,Reservation,HMPRRHB9FC,02/01/2019,2.0,"Red Victorian - Private room, Peace Room",,,USD,164.51,,5.09,24.0,16.0,12.0,d5bc75ba8806661ed37531a59b0fbc79f0fa37edebfe314279e00f957d3a490c
305,02/02/2019,Reservation,HMWFBXYZ3B,02/01/2019,2.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,97.0,,3.0,15.0,20.0,15.0,45768fdfb0c114671a95bc1b1141f532b421d6a9c7612e128f574c7ddbb314fe
306,02/02/2019,Reservation,HMZRE8Q55B,02/01/2019,20.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,664.14,,20.54,15.0,15.0,20.0,6e720489e7bcd1ba7f8388f1bcb3be0ac91ce22080ec71fd46bdf94391dba5e8
307,02/02/2019,Reservation,HMH8NKXCC8,02/01/2019,3.0,"Red Victorian - Private room, Earth Charter",,,USD,237.46,,7.34,24.0,12.0,24.0,a4ef6de6779a1c9aae36852bbcb13a89f3128a75602c752c57518b7640c8a362
308,02/02/2019,Adjustment,HMJ5D2MQHQ,01/26/2019,7.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,-211.04,,,,,,1b7a28a8bd51405def42056badc131780402e05cc717478e4527e60904318f35
309,02/01/2019,Adjustment,HMXMD5H5EM,01/31/2019,5.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,-53.35,,,,,,7b4cf63da26326e626c9e536bfd78afd3b4acb0e07cd9a582fdcf7d4028d8728
310,02/01/2019,Payout,,,,,Transfer to *****4871,,USD,,316.87,,,,,
311,02/01/2019,Reservation,HMEWDXFA4F,01/31/2019,10.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,137.74,,4.26,4.0,3.0,8.0,d31008d4e20b029a44bf519b915d110a9daff8ae890a68525fd94a56dc25fb95
312,02/01/2019,Reservation,HM4JQJKMNY,01/31/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,77.19,,2.39,7.5,,14.58,9bcd87f2fd44afd2ce359178d2934d055198f3c430939dd112379f7c30f42412
313,02/01/2019,Reservation,HMETSX33PF,01/31/2019,6.0,"Red Victorian - Private room, Playground",,,USD,101.94,,3.15,4.0,3.0,8.0,ba67eb1df0f83751c62da262707c6db01b897744dcc2081e6cc3924c387461ff
314,02/01/2019,Payout,,,,,Transfer to *****6485,,USD,,1975.48,,,,,
315,02/01/2019,Reservation,HMEWDXFA4F,01/31/2019,10.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,550.96,,17.04,16.0,12.0,32.0,d31008d4e20b029a44bf519b915d110a9daff8ae890a68525fd94a56dc25fb95
316,02/01/2019,Reservation,HMP9K92CTW,01/31/2019,7.0,Red Victorian - Bunk #1 in shared Hole in the Wall,,,USD,181.58,,5.62,15.0,15.0,20.0,fac1acd948005aa70fcbfface7b050b6b35e0f80669155c08031a38cf9cb4384
317,02/01/2019,Reservation,HM4JQJKMNY,01/31/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,231.59,,7.16,22.5,,43.75,9bcd87f2fd44afd2ce359178d2934d055198f3c430939dd112379f7c30f42412
318,02/01/2019,Reservation,HMMCNZKZEP,01/31/2019,4.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,243.71,,7.54,15.0,10.0,20.0,e021dfc0f24d2eb311d5bacde6d16ea337d337cc6d97ce9ca1ca0c176b7f61f5
319,02/01/2019,Reservation,HMETSX33PF,01/31/2019,6.0,"Red Victorian - Private room, Playground",,,USD,407.77,,12.61,16.0,12.0,32.0,ba67eb1df0f83751c62da262707c6db01b897744dcc2081e6cc3924c387461ff
320,02/01/2019,Reservation,HMZF9EMXEK,01/31/2019,4.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,157.14,,4.86,15.0,15.0,20.0,df2f5e49fef96ffe46ff03740993dbcd7ee8777e26c731fc5303cba5a7a2abc2
321,02/01/2019,Reservation,HMXMD5H5EM,01/31/2019,5.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,202.73,,4.62,15.0,20.0,10.5,7b4cf63da26326e626c9e536bfd78afd3b4acb0e07cd9a582fdcf7d4028d8728
322,01/31/2019,Payout,,,,,Transfer to *****7750,,USD,,153.73,,,,,
323,01/31/2019,Reservation,HMHDNMQHEN,01/30/2019,6.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,53.09,,1.64,3.0,1.5,2.93,baf0ef81201d6ecce013b77f927f875d0de252d08fe9a270d574069a706544b2
324,01/31/2019,Reservation,HM4N5T54YQ,01/30/2019,7.0,Red Victorian - Private room -  Rainbow Room,,,USD,100.64,,3.11,4.0,3.0,8.0,e6aee75604353c773c33413eb8947ab2ebef93abde4b4bb30997974c3886c903
325,01/31/2019,Payout,,,,,Transfer to *****4871,,USD,,301.62,,,,,
326,01/31/2019,Reservation,HMBWQSRDDH,01/30/2019,5.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,120.28,,3.72,5.0,3.75,10.0,4a3c2e7a9eb4912c24db97b280324e3b8f30db0ceb32a4145a5e6b06b6488481
327,01/30/2019,Reservation,HMN8C8YA84,01/29/2019,5.0,"Red Victorian - Private room w bath, Sunshine",,,USD,93.31,,2.89,7.0,4.0,7.0,aed490c381d0ea7a4fdbb8bb359e1d37cda898339294ba012955a079be89d8fb
328,01/30/2019,Reservation,HM3BEYR9ZB,01/29/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,88.03,,2.72,5.0,3.75,10.0,2782f45f0d655a94090afaab80e7816c6a8d76ee4a59fe30b8dbba13ad3aaf94
329,01/31/2019,Payout,,,,,Transfer to *****6485,,USD,,1740.34,,,,,
330,01/31/2019,Reservation,HM4N5T54YQ,01/30/2019,7.0,Red Victorian - Private room -  Rainbow Room,,,USD,402.56,,12.45,16.0,12.0,32.0,e6aee75604353c773c33413eb8947ab2ebef93abde4b4bb30997974c3886c903
331,01/31/2019,Reservation,HM2CM9KZW4,01/30/2019,1.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,104.76,,3.24,15.0,10.0,20.0,e569993a41427e1dd92fe6e1795e38c69b57e8581408f30ada80f82229822ecd
332,01/31/2019,Reservation,HMT5DQTHFJ,01/30/2019,3.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,150.35,,4.65,15.0,20.0,15.0,d2b4eeba6958468f00eb9688ea47f7d3ab1c45ac79dcf4a9a9a63ac4c1a99fdd
333,01/31/2019,Reservation,HMSF8MS494,01/30/2019,7.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,244.05,,7.55,15.0,20.0,15.0,afc58213255f766c9d8ca2fcd66dcde8ebb7cecaca0964709991ba6b16b0185c
334,01/31/2019,Reservation,HMHDNMQHEN,01/30/2019,6.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,477.78,,14.78,27.0,13.5,26.36,baf0ef81201d6ecce013b77f927f875d0de252d08fe9a270d574069a706544b2
335,01/31/2019,Reservation,HMBWQSRDDH,01/30/2019,5.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,360.84,,11.16,15.0,11.25,30.0,4a3c2e7a9eb4912c24db97b280324e3b8f30db0ceb32a4145a5e6b06b6488481
336,01/30/2019,Payout,,,,,Transfer to *****6485,,USD,,774.11,,,,,
337,01/30/2019,Reservation,HMF3QZDYM3,01/29/2019,3.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,136.77,,4.23,15.0,15.0,20.0,1f8e844ea9d930641b4c58df7452c331238880bcc4a91230bdb84a336dc40e86
338,01/30/2019,Reservation,HMN8C8YA84,01/29/2019,5.0,"Red Victorian - Private room w bath, Sunshine",,,USD,373.26,,11.54,28.0,16.0,28.0,aed490c381d0ea7a4fdbb8bb359e1d37cda898339294ba012955a079be89d8fb
339,01/30/2019,Reservation,HM3BEYR9ZB,01/29/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,264.08,,8.17,15.0,11.25,30.0,2782f45f0d655a94090afaab80e7816c6a8d76ee4a59fe30b8dbba13ad3aaf94
340,01/29/2019,Payout,,,,,Transfer to *****4871,,USD,,247.1,,,,,
341,01/29/2019,Reservation,HMHR8R5WST,01/28/2019,7.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,90.8,,2.81,4.0,3.0,8.0,3ad5808a66ec4e5296a96f6511a0575d079c87367fd21580fc948afa01f0fd13
342,01/28/2019,Resolution Adjustment,,,,,Resolution adjustment for resolution 10672337,,USD,-26.4,,,,,,
343,01/28/2019,Reservation,HM8CHYM9JM,01/27/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,55.68,,1.72,4.0,3.0,8.0,bb27d15b2b3a57db9378cc5b921a12317613e818a159d7c31e58e8f9b79ec999
344,01/28/2019,Reservation,HMNRZFM8YT,01/27/2019,4.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,96.76,,2.99,8.75,5.0,8.75,098d105e7fceaee8568d7625dea8c41e99ff15e34d9fafbc23f043c5d124f6b1
345,01/27/2019,Reservation,HMPD2FMJT5,01/26/2019,2.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,30.26,,0.94,7.0,4.0,7.0,764cc24d0c101fa948b419fe90eb442e4c1a70062cd848faa4d8427b8bc953de
346,01/29/2019,Payout,,,,,Transfer to *****6485,,USD,,363.18,,,,,
347,01/29/2019,Reservation,HMHR8R5WST,01/28/2019,7.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,363.18,,11.23,16.0,12.0,32.0,3ad5808a66ec4e5296a96f6511a0575d079c87367fd21580fc948afa01f0fd13
348,01/28/2019,Payout,,,,,Transfer to *****6485,,USD,,1464.36,,,,,
349,01/28/2019,Reservation,HM8CHYM9JM,01/27/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,222.71,,6.89,16.0,12.0,32.0,bb27d15b2b3a57db9378cc5b921a12317613e818a159d7c31e58e8f9b79ec999
350,01/28/2019,Reservation,HMRTNRTP2X,01/27/2019,5.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,191.09,,5.91,15.0,15.0,20.0,689fd61b2682b48fa4d4b61e697fb382e8b22500774646fa24c6e34b6c7541f6
351,01/28/2019,Reservation,HM5D3E2QRD,01/27/2019,5.0,"Red Victorian - Private room for 3, Friends Room",,,USD,474.33,,14.67,20.0,15.0,40.0,aa00222b3e4951550de8adeeae5ab4a8f61b2040bf05e2f177e26f541a3905e2
352,01/28/2019,Reservation,HMNRZFM8YT,01/27/2019,4.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,290.27,,8.98,26.25,15.0,26.25,098d105e7fceaee8568d7625dea8c41e99ff15e34d9fafbc23f043c5d124f6b1
353,01/28/2019,Reservation,HMHN3PNZSW,01/27/2019,9.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,285.96,,8.84,15.0,15.0,20.0,3c2912b24157ea803d57d048a92b113b5d4a901d11b00ed6dcf3a1004c7c68cc
354,01/27/2019,Payout,,,,,Transfer to *****7750,,USD,,280.2,,,,,
355,01/27/2019,Reservation,HM8SW2FZ8X,01/26/2019,2.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,19.21,,0.59,3.5,2.0,3.5,9c0323b23272299bba2f3f40c39b8d8f022005bac4961ec0dbb59d040782b31e
356,01/27/2019,Reservation,HM2K2RB4PH,01/26/2019,4.0,Red Victorian - Private room -  Rainbow Room,,,USD,67.71,,2.09,7.0,4.0,7.0,5fd9630157a2a753cbc62b2b048599fdb44542d8e7e001fc90e46b3a7502eccf
357,01/27/2019,Reservation,HMTRYX9RJN,01/26/2019,15.0,"Red Victorian - Private room, Skylight",,,USD,193.28,,5.98,7.0,4.0,7.0,6e1ef57548fb1649904440dbb1c4051437f02cd2a01ec1213f9c103a927eb167
358,01/27/2019,Payout,,,,,Transfer to *****6485,,USD,,1997.36,,,,,
359,01/27/2019,Reservation,HMPD2FMJT5,01/26/2019,2.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,121.06,,3.74,28.0,16.0,28.0,764cc24d0c101fa948b419fe90eb442e4c1a70062cd848faa4d8427b8bc953de
360,01/27/2019,Reservation,HM8SW2FZ8X,01/26/2019,2.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,172.85,,5.35,31.5,18.0,31.5,9c0323b23272299bba2f3f40c39b8d8f022005bac4961ec0dbb59d040782b31e
361,01/27/2019,Reservation,HMBFJX89CT,01/26/2019,3.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,226.01,,6.99,15.0,10.0,20.0,b96c6eda041f8d7d5c3c4fda9505ab48e863f274fb705e867802c029dac3e265
362,01/27/2019,Reservation,HMJ5D2MQHQ,01/26/2019,7.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,433.49,,6.88,15.0,15.0,9.33,1b7a28a8bd51405def42056badc131780402e05cc717478e4527e60904318f35
363,01/27/2019,Reservation,HM2K2RB4PH,01/26/2019,4.0,Red Victorian - Private room -  Rainbow Room,,,USD,270.82,,8.38,28.0,16.0,28.0,5fd9630157a2a753cbc62b2b048599fdb44542d8e7e001fc90e46b3a7502eccf
364,01/27/2019,Reservation,HMTRYX9RJN,01/26/2019,15.0,"Red Victorian - Private room, Skylight",,,USD,773.13,,23.91,28.0,16.0,28.0,6e1ef57548fb1649904440dbb1c4051437f02cd2a01ec1213f9c103a927eb167
365,01/26/2019,Payout,,,,,Transfer to *****4871,,USD,,212.01,,,,,
366,01/26/2019,Reservation,HMHACZNQ4K,01/25/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,97.97,,3.03,5.0,3.75,10.0,23f2be7a08f90e1c248bf96a0bf80f8e5d3162f5c9d3171231297c9dbc8587a3
367,01/26/2019,Reservation,HM5MFQAFM4,01/25/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,59.56,,1.84,4.0,3.0,8.0,0e39caaaf5e32b9d820f91fffa1cd92869ce014766ffa60f7672c11984000b04
368,01/26/2019,Reservation,HMHBNFKCJK,01/25/2019,2.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,54.48,,1.68,5.0,3.75,6.67,830500e6ae8201a11df046a5f6f70f1211629287d9b24dae298a32c1fabcdcc6
369,01/26/2019,Payout,,,,,Transfer to *****6485,,USD,,1357.03,,,,,
370,01/26/2019,Reservation,HMHACZNQ4K,01/25/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,293.91,,9.09,15.0,11.25,30.0,23f2be7a08f90e1c248bf96a0bf80f8e5d3162f5c9d3171231297c9dbc8587a3
371,01/26/2019,Reservation,HM5MFQAFM4,01/25/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,238.23,,7.37,16.0,12.0,32.0,0e39caaaf5e32b9d820f91fffa1cd92869ce014766ffa60f7672c11984000b04
372,01/26/2019,Reservation,HMHBNFKCJK,01/25/2019,2.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,163.45,,5.06,15.0,11.25,20.0,830500e6ae8201a11df046a5f6f70f1211629287d9b24dae298a32c1fabcdcc6
373,01/26/2019,Reservation,HM2YRKKYBX,01/25/2019,2.0,"Red Victorian - Private room for 3, Friends Room",,,USD,236.68,,7.32,20.0,15.0,40.0,adee90ab0f09d4f98673495ef5bdf7de2b23b9c3f6a6c51fc01139d661c548e0
374,01/26/2019,Reservation,HMCRHW933X,01/25/2019,14.0,Red Victorian - Bunk #2 in shared Poster Room,,,USD,424.76,,13.14,15.0,20.0,15.0,3e79b03f0c00249fa8c902d165669f8eb245cd0249ba6b5482a190a104cfae5e
375,01/25/2019,Payout,,,,,Transfer to *****4871,,USD,,248.01,,,,,
376,01/25/2019,Reservation,HMSCPS84DQ,01/24/2019,7.0,"Red Victorian - Private room, Earth Charter",,,USD,95.51,,2.95,7.0,4.0,7.0,e4839e38457b8a928f6a320a63a71d9fc34036d1a3961a208fc495b3c4fbc70c
377,01/24/2019,Reservation,HM5ZBJQQ2N,01/23/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,58.2,,1.8,5.0,3.75,10.0,cc294f5139228f41c19223048cb645c749d6dcf019c050c815a21ea2a54bb7e7
378,01/24/2019,Reservation,HM835AR9EK,01/23/2019,7.0,"Red Victorian - Private room, Playground",,,USD,94.3,,2.92,4.0,3.0,8.0,829981be8f36a783d90f69aff06a335a04c5ae75b870825b961b92767f01b060
379,01/25/2019,Payout,,,,,Transfer to *****6485,,USD,,1028.72,,,,,
380,01/25/2019,Reservation,HMNCRF3KSS,01/24/2019,4.0,"Red Victorian - Private room, Hole in the Wall",,,USD,269.37,,8.33,15.0,15.0,20.0,2ce74761f5736e95005eafbdcfb52c1ec0d948e52a72d9dc95190182c4524c08
381,01/25/2019,Reservation,HM49CKHNNN,01/24/2019,2.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,218.25,,6.75,35.0,20.0,35.0,f2781220d35be0708700ec6f8fc501e07050c48bc129021196f08f6ff1271d26
382,01/25/2019,Reservation,HMFCBP2ZQC,01/24/2019,2.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,96.03,,2.97,15.0,20.0,15.0,eab0e7cf2e9bf6bb59c3d49d9a2b4f7b85622889147e9c9ed8c83e5a4f0e3909
383,01/25/2019,Reservation,HMSCPS84DQ,01/24/2019,7.0,"Red Victorian - Private room, Earth Charter",,,USD,382.02,,11.82,28.0,16.0,28.0,e4839e38457b8a928f6a320a63a71d9fc34036d1a3961a208fc495b3c4fbc70c
384,01/25/2019,Reservation,HMPSAYQFMF,01/24/2019,1.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,63.05,,1.95,15.0,15.0,10.0,65b1ef7625ee5189c1bf7a7c5610b6ec33e8a68bec3549a8a8446e415af9c7ad
385,01/24/2019,Payout,,,,,Transfer to *****6485,,USD,,1252.6,,,,,
386,01/24/2019,Reservation,HMNA9SY2HK,01/23/2019,4.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,194.0,,6.0,15.0,15.0,20.0,ecb1f60ba33fd84a3c4ebfc00b6431bf76033f8bb72534c5fc553bb9a9cbe333
387,01/24/2019,Reservation,HM5ZBJQQ2N,01/23/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,174.6,,5.4,15.0,11.25,30.0,cc294f5139228f41c19223048cb645c749d6dcf019c050c815a21ea2a54bb7e7
388,01/24/2019,Reservation,HM835AR9EK,01/23/2019,7.0,"Red Victorian - Private room, Playground",,,USD,377.2,,11.66,16.0,12.0,32.0,829981be8f36a783d90f69aff06a335a04c5ae75b870825b961b92767f01b060
389,01/24/2019,Reservation,HMYHJ4BQSY,01/23/2019,7.0,"Red Victorian - Twin Bunk, shared room Hula Hoop",,,USD,223.97,,6.93,15.0,20.0,15.0,2d44615322f8caeb2c8d371505ae876ffb9bb5b640945b120ef1cc93fdfcfe1d
390,01/24/2019,Reservation,HMJMEQ9CNE,01/23/2019,2.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,97.0,,3.0,15.0,15.0,20.0,eb3231c217d576e314fb9df1666359980b92d704022a6eeb273a15ef31024550
391,01/24/2019,Reservation,HMXHYPNQMD,01/23/2019,6.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,215.82,,6.68,15.0,20.0,17.5,d49d50ea77d3147d741464996d8b9f0e04b8199ee57785873666ddeaa52f02f6
392,01/23/2019,Adjustment,HM34ZMBA5D,01/22/2019,23.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,-29.99,,,,,,efa8eb6d1acb3431e3f9e32c4780955d95e1e686d2e868ffa1360b1da661655b
393,01/23/2019,Payout,,,,,Transfer to *****4871,,USD,,299.54,,,,,
394,01/23/2019,Reservation,HMXQ4J4KHW,01/22/2019,5.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,82.26,,2.54,4.0,3.0,8.0,59a692aff12591019719c4f1eb600878857f8c99b4b727d21bb615a10007a6a5
395,01/23/2019,Reservation,HM3EFZ9ZH8,01/22/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,59.56,,1.84,7.0,4.0,7.0,b192137842610233764c508ec0d24325fe9d69b46ccdac0c29229e38070024f2
396,01/22/2019,Reservation,HM8JA43WF5,01/21/2019,7.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,97.97,,3.03,4.0,3.0,8.0,a6d31aa580422ccbf0eb88ce887a5953db6d0561f6cc7199d07c6dd0497fc542
397,01/22/2019,Reservation,HM59K95HHB,01/21/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,59.75,,1.85,7.0,4.0,7.0,12b0cccdff27eaa743e8a77cda7e83de6ffd8b2e507398a2bf16b67db71bd8dc
398,01/23/2019,Payout,,,,,Transfer to *****7750,,USD,,138.63,,,,,
399,01/23/2019,Reservation,HMXXFHNW8Y,01/22/2019,9.0,"Red Victorian - Private room, Skylight",,,USD,55.08,,0.8,0.0,,1.65,e1e6f3d5f32c4dd3860cfabd955b17154216bcd23f3ec28915768b05009b0692
400,01/22/2019,Reservation,HMY9ANQP2Z,01/21/2019,4.0,"Red Victorian - Private room, Skylight",,,USD,32.4,,1.0,3.5,2.0,3.5,157a71c9fda3db6c27f45329ee7d4e2920a066de76dd9fd489f73b2b4fd3ec7f
401,01/20/2019,Reservation,HMWA2DSYHY,01/19/2019,7.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,51.15,,1.58,3.0,1.5,3.0,50eeadde850fa15297433bbefc648e1c93edde4ba28e853aab20e8cdf9aab468
402,01/23/2019,Payout,,,,,Transfer to *****6485,,USD,,1438.34,,,,,
403,01/23/2019,Reservation,HM34ZMBA5D,01/22/2019,23.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,650.79,,19.2,30.0,,,efa8eb6d1acb3431e3f9e32c4780955d95e1e686d2e868ffa1360b1da661655b
404,01/23/2019,Reservation,HMXQ4J4KHW,01/22/2019,5.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,329.02,,10.18,16.0,12.0,32.0,59a692aff12591019719c4f1eb600878857f8c99b4b727d21bb615a10007a6a5
405,01/23/2019,Reservation,HMXXFHNW8Y,01/22/2019,9.0,"Red Victorian - Private room, Skylight",,,USD,220.3,,3.21,0.0,,6.59,e1e6f3d5f32c4dd3860cfabd955b17154216bcd23f3ec28915768b05009b0692
406,01/23/2019,Reservation,HM3EFZ9ZH8,01/22/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,238.23,,7.37,28.0,16.0,28.0,b192137842610233764c508ec0d24325fe9d69b46ccdac0c29229e38070024f2
407,01/22/2019,Payout,,,,,Transfer to *****6485,,USD,,1266.82,,,,,
408,01/22/2019,Reservation,HM8JA43WF5,01/21/2019,7.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,391.88,,12.12,16.0,12.0,32.0,a6d31aa580422ccbf0eb88ce887a5953db6d0561f6cc7199d07c6dd0497fc542
409,01/22/2019,Reservation,HMY9ANQP2Z,01/21/2019,4.0,"Red Victorian - Private room, Skylight",,,USD,291.58,,9.02,31.5,18.0,31.5,157a71c9fda3db6c27f45329ee7d4e2920a066de76dd9fd489f73b2b4fd3ec7f
410,01/22/2019,Reservation,HM59K95HHB,01/21/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,239.01,,7.39,28.0,16.0,28.0,12b0cccdff27eaa743e8a77cda7e83de6ffd8b2e507398a2bf16b67db71bd8dc
411,01/22/2019,Reservation,HM983ACKSP,01/21/2019,5.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,164.9,,5.1,15.0,20.0,15.0,9bf146f1a2d491585950f2de6598575412fd7aad9a88d41b1cea8167f91c8f3e
412,01/22/2019,Reservation,HMETDHNBJ5,01/21/2019,5.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,179.45,,5.55,15.0,20.0,15.0,8012ff5672261dbb66be49d3ee47127c021f90eba10212f45a51e65c4acf85f0
413,01/20/2019,Payout,,,,,Transfer to *****4871,,USD,,302.68,,,,,
414,01/20/2019,Reservation,HMCSHQHTJF,01/19/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,62.47,,1.93,4.0,3.0,8.0,ca274e4b2d8d5b533e09359fa6b5cf41f55a21c9959cf7af98543d62c8167750
415,01/20/2019,Reservation,HMKCW5WMHR,01/19/2019,7.0,"Red Victorian - Private room, Peace Room",,,USD,95.24,,2.95,6.0,4.0,3.0,c2483dfe5c776c26ae425e46a8ee7ed4a30651fa4a301472ae6ad30eeadad19c
416,01/20/2019,Reservation,HMKDQEJSXW,01/19/2019,2.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,45.4,,1.4,4.0,3.0,8.0,5d4f8bbc096be91c1f1b575f19c42efb4fbb0e94be04718c278247d8a919db4e
417,01/19/2019,Reservation,HMXZDP2A58,01/18/2019,8.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,102.64,,3.17,4.0,3.0,8.0,2323907bb293f222fd1056d275ad191e1351d240b1ff210b1575218ec4644ff0
418,01/19/2019,Reservation,HMT8BWQAT2,01/18/2019,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,55.48,,1.72,4.0,3.0,8.0,0db422c401d6ac2b54e75e92b7b29b5eceedf0ca574bdb16690f80b12c2a137b
419,01/18/2019,Reservation,HMDQ22PQHP,01/17/2019,2.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,46.95,,1.45,4.0,3.0,8.0,9538830726a57d0c10a9b1c127e8fed11f1cecdaa95ac5f514f81162f6cfa459
