,Date,Type,Confirmation Code,Start Date,Nights,Listing,Details,Reference,Currency,Amount,Paid Out,Host Fee,Cleaning Fee,Linens fee,Community fee,guest_name_sha256
668,12/28/2018,Reservation,HM3R9BPEYD,12/27/2018,3.0,"Red Victorian - Private room, Skylight",,,USD,236.35,,7.31,27.9,,41.85,775dc88cb6bbe746c8935ee33718dcdb809f8df347c0fd1d8a7f13f359e7b954
669,12/28/2018,Reservation,HMCKAR8BZN,12/27/2018,5.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,256.08,,7.92,15.0,15.0,20.0,1eeb382622250f1564b98d79d1f2c5392b20ad49a49901bdf14b8c702e9dd6bb
670,12/28/2018,Reservation,HMWWFHXD29,12/27/2018,3.0,"Red Victorian - Private room, Playground",,,USD,198.66,,6.14,16.0,12.0,32.0,b2172d38e545cf6a145503a835b89257726c3d5d5a39b639bcc63f681079b6c1
671,12/27/2018,Payout,,,,,Transfer to *****6485,,USD,,374.03,,,,,
672,12/27/2018,Reservation,HMHAAQQZHZ,12/26/2018,2.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,153.65,,4.75,16.0,12.0,32.0,973df420067c6eb4a072532ac39f2d6cae2a5ee06cf0843d582928071c2b82d1
673,12/27/2018,Reservation,HMYHNF4N88,12/26/2018,5.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,182.36,,5.64,15.0,15.0,20.0,2198d77333fc8391bef7c72f34ef728749845dd6995a38b7bb251ec8eb1ede2a
674,12/27/2018,Reservation,HMKRACQSBC,12/26/2018,2.0,"Red Victorian - Private room, Playground",,,USD,38.02,,0.28,0.0,,7.69,521529474f1ae9540b912fe7f50135ed563aba0a5bb8ebc107927e75d6f9d1ed
675,12/26/2018,Payout,,,,,Transfer to *****4871,,USD,,286.29,,,,,
676,12/26/2018,Reservation,HMPC9PWFMB,12/25/2018,11.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,137.68,,4.26,4.0,3.0,8.0,34b67d904e49c9a97c213fa581c0e7342bc2249aee27020b69b63d8d2c64a880
677,12/26/2018,Reservation,HMTQXP8NPQ,12/25/2018,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,26.19,,0.81,7.0,,,93a7e2c43f1ae19b1b0d68bbbb27a3773cbee63b755f080fd48a97c7e3249e03
678,12/26/2018,Reservation,HMHRPJ3ANP,12/25/2018,4.0,"Red Victorian - Private room, Peace Room",,,USD,64.8,,2.0,6.0,4.0,3.0,144273b92f0e2f4974597fc443327ee7b5d2ee919942acbd41d803f2cb023e80
679,12/25/2018,Reservation,HMJ4ACA9ZX,12/24/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,57.62,,1.78,4.0,3.0,8.0,a3046aeff9df2f4b47b48e94224180a4cc7dd43350d39653da790e0d79cc7eb0
680,12/26/2018,Payout,,,,,Transfer to *****6485,,USD,,1029.89,,,,,
681,12/26/2018,Reservation,HMPC9PWFMB,12/25/2018,11.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,550.71,,17.03,16.0,12.0,32.0,34b67d904e49c9a97c213fa581c0e7342bc2249aee27020b69b63d8d2c64a880
682,12/26/2018,Reservation,HMTQXP8NPQ,12/25/2018,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,104.76,,3.24,28.0,,,93a7e2c43f1ae19b1b0d68bbbb27a3773cbee63b755f080fd48a97c7e3249e03
683,12/26/2018,Reservation,HMHRPJ3ANP,12/25/2018,4.0,"Red Victorian - Private room, Peace Room",,,USD,259.18,,8.02,24.0,16.0,12.0,144273b92f0e2f4974597fc443327ee7b5d2ee919942acbd41d803f2cb023e80
684,12/26/2018,Reservation,HMDKTPT3WZ,12/25/2018,2.0,"Red Victorian - Private room, Hole in the Wall",,,USD,149.38,,4.62,15.0,15.0,20.0,904d55b74b9a384429d57fa87b90dce73f4daf062a1189c4734282213b3ecafc
685,12/21/2018,Adjustment,HMR3SYYH92,12/17/2018,8.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,-34.14,,,,,,895e0fb638ce470e1f2a8e76311943d6ef752e1c3f4ccfaa31d6db71e53e3a4d
686,12/25/2018,Payout,,,,,Transfer to *****6485,,USD,,1445.93,,,,,
687,12/25/2018,Reservation,HMC9BCEKSA,12/24/2018,10.0,Red Victorian - Two beds in shared Hula Hoop Room,,,USD,779.93,,24.12,20.0,15.0,21.05,5a47cc7089089b884576532c54e6a039281e22a13bf0f1382afee366246efc23
688,12/25/2018,Reservation,HMJ4ACA9ZX,12/24/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,230.47,,7.13,16.0,12.0,32.0,a3046aeff9df2f4b47b48e94224180a4cc7dd43350d39653da790e0d79cc7eb0
689,12/25/2018,Reservation,HMKW9TK434,12/24/2018,5.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,135.8,,4.2,0.0,,,519bb851dd7cfebbff481fda1d1aa1186fa3373ede853be1f1b1c35a0d19d3ad
690,12/25/2018,Reservation,HMJJMHECX5,12/24/2018,3.0,"Red Victorian - Private room for 3, Friends Room",,,USD,299.73,,9.27,20.0,15.0,40.0,cdd16ddac9ca5cef604aa24a0917f554555a41965ab48a92e048e48cdc3cadf2
691,12/24/2018,Payout,,,,,Transfer to *****4871,,USD,,361.62,,,,,
692,12/24/2018,Reservation,HM28NRNENN,12/23/2018,3.0,"Red Victorian - Private room, Earth Charter",,,USD,16.5,,0.51,2.1,1.05,2.1,2e24adb6d408b259ec0c2d3c5f600cd177eab7889f6bd6dc84733cf10913d96b
693,12/24/2018,Reservation,HM2WSMHEWE,12/23/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,52.96,,1.64,4.0,3.0,8.0,140b77a44ae4ed7884b6488b9df2334c085101d2c82bc50e46e9fd2d1a1bf897
694,12/24/2018,Reservation,HM5NC9HTQR,12/23/2018,12.0,"Red Victorian - Private room, Playground",,,USD,63.44,,0.93,0.0,,1.9,105d1801c391b2bd2964970d4cd78e40f9636dd37bf58f08b695dca845264359
695,12/24/2018,Reservation,HMXQNXWEQY,12/23/2018,5.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,109.42,,3.38,4.0,3.0,8.0,d0c102ccf38ac63ba91f5f98020bf7c771d6a8a3fff5b45d0d4c43ecb928f9c1
696,12/23/2018,Reservation,HMEJTFTJDQ,12/22/2018,10.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,168.54,,5.21,4.0,3.0,8.0,ed8d91050ecb0530f4d0915af4404cce64bb298806d0b1deb44f55463cba7f4d
697,12/23/2018,Resolution Adjustment,,,,,Resolution adjustment for resolution 10136423,,USD,-30.0,,,,,,
698,12/23/2018,Resolution Adjustment,,,,,Resolution adjustment for resolution 10136414,,USD,-76.66,,,,,,
699,12/22/2018,Reservation,HMJ9833BDJ,12/21/2018,4.0,"Red Victorian - Private room, Playground",,,USD,57.42,,1.78,4.0,3.0,8.0,3ebcf365e2f6bc6afe658b3b8f59cb66c39109c6195d2cf731cd9093428a6432
700,12/24/2018,Payout,,,,,Transfer to *****6485,,USD,,1602.14,,,,,
701,12/24/2018,Reservation,HM28NRNENN,12/23/2018,3.0,"Red Victorian - Private room, Earth Charter",,,USD,219.21,,6.78,27.9,13.95,27.9,2e24adb6d408b259ec0c2d3c5f600cd177eab7889f6bd6dc84733cf10913d96b
702,12/24/2018,Reservation,HMACDTDQMJ,12/23/2018,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,212.9,,6.58,27.9,13.95,27.9,044d2c3e874e73470f0109e1b79ae6f1e5ca2464f5842b5cb69634eeb74c3c3e
703,12/24/2018,Reservation,HM2WSMHEWE,12/23/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,211.85,,6.55,16.0,12.0,32.0,140b77a44ae4ed7884b6488b9df2334c085101d2c82bc50e46e9fd2d1a1bf897
704,12/24/2018,Reservation,HM5NC9HTQR,12/23/2018,12.0,"Red Victorian - Private room, Playground",,,USD,253.77,,3.72,0.0,,7.59,105d1801c391b2bd2964970d4cd78e40f9636dd37bf58f08b695dca845264359
705,12/24/2018,Reservation,HMXQNXWEQY,12/23/2018,5.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,437.66,,13.54,16.0,12.0,32.0,d0c102ccf38ac63ba91f5f98020bf7c771d6a8a3fff5b45d0d4c43ecb928f9c1
706,12/24/2018,Reservation,HM4P482N9N,12/23/2018,4.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,145.5,,4.5,15.0,15.0,20.0,aceeaac337c69f85aadef9900b006aa1226f38404a6aedaebd0e228f679f1747
707,12/24/2018,Reservation,HMNTSEXZTQ,12/23/2018,3.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,121.25,,3.75,15.0,15.0,20.0,1ac242ff9e8779d12046d0e444f6d5cecde5f0969de2823f6bfc718bd8eadc37
708,12/23/2018,Payout,,,,,Transfer to *****6485,,USD,,1217.38,,,,,
709,12/23/2018,Reservation,HMEJTFTJDQ,12/22/2018,10.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,674.18,,20.85,16.0,12.0,32.0,ed8d91050ecb0530f4d0915af4404cce64bb298806d0b1deb44f55463cba7f4d
710,12/23/2018,Reservation,HM8ZJBHERT,12/22/2018,4.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,189.15,,5.85,15.0,15.0,20.0,421b8125978f71f00af872ce3018e3af5782663e1babd53c864e900acea055e2
711,12/23/2018,Reservation,HM882DBKNX,12/22/2018,4.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,145.5,,4.5,15.0,15.0,20.0,b2b35a2b7fa38c85485e3a611872557e9958ead2d26e79344b1bb09e3fbfb298
712,12/23/2018,Reservation,HMRA3ZAHBN,12/22/2018,6.0,Red Victorian - Bunk #2 in shared Poster Room,,,USD,208.55,,6.45,15.0,15.0,20.0,dcd3579fb522356560ad732d2d721de1eaa0028d89754a15d9ff353787657f56
713,12/22/2018,Payout,,,,,Transfer to *****6485,,USD,,497.03,,,,,
714,12/22/2018,Reservation,HMQDPBTZXK,12/21/2018,4.0,"Red Victorian - Private room, Hole in the Wall",,,USD,228.53,,7.07,15.0,15.0,20.0,3ce34d5d05a745a646d9998e30cb76df6370aa3d2492f5339711c4222687867d
715,12/22/2018,Reservation,HMJ9833BDJ,12/21/2018,4.0,"Red Victorian - Private room, Playground",,,USD,229.7,,7.1,16.0,12.0,32.0,3ebcf365e2f6bc6afe658b3b8f59cb66c39109c6195d2cf731cd9093428a6432
716,12/20/2018,Reservation,HMTDKR522C,12/19/2018,2.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,38.8,,1.2,0.0,,,b108b56a520a680a1a794321914c879cb40dc7996fd2b248e4ac9252310b04a3
717,12/21/2018,Payout,,,,,Transfer to *****6485,,USD,,927.55,,,,,
718,12/21/2018,Reservation,HMXJ9BJBEN,12/20/2018,8.0,Red Victorian - Private room -  Rainbow Room,,,USD,471.5,,14.58,20.0,15.0,40.0,ec665c893dfc317616839ff37b6a7112c036a5c3bb54260fc896b4506d1beb6e
719,12/21/2018,Reservation,HM9QQHYS2Q,12/20/2018,10.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,308.77,,9.55,15.0,15.0,20.0,9762aaa88802a490ac2a6c5abcb3e20d165dd0c49497e047424ef8534dec92b4
720,12/21/2018,Reservation,HM53FBS9S4,12/20/2018,3.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,121.25,,3.75,15.0,15.0,20.0,5949b1db7f04266c24a3ec186b1ee346d9a565ba49b93400c87ac47bba162e4a
721,12/21/2018,Resolution Payout,,,,,Resolution payout for resolution 10113460,,USD,26.03,,,,,,
722,12/20/2018,Payout,,,,,Transfer to *****4871,,USD,,458.46,,,,,
723,12/20/2018,Reservation,HMYCWDA8QC,12/19/2018,5.0,"Red Victorian - Private room w bath, Sunshine",,,USD,98.55,,3.05,4.0,3.0,11.2,84d4c03e47f3f3515e00e651a97f8cff2054493616ea22d3092ce843e91d3a9c
724,12/20/2018,Reservation,HMYQDHMJ8W,12/19/2018,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,67.12,,2.08,4.0,3.0,8.0,369d6efc1bd4a588431e0d3a66e79160f3a778e3e2b05a67476c5a28cd28d1e9
725,12/20/2018,Reservation,HMM2Z94HJ4,12/19/2018,4.0,"Red Victorian - Private room, Earth Charter",,,USD,24.1,,0.75,2.1,1.05,2.1,f266da5baaef8503985bc8ade414b830d06971c23a4d3f66bc81840bdf91aa69
726,12/20/2018,Reservation,HM8XDYTNQQ,12/19/2018,4.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,60.14,,1.86,4.0,3.0,8.0,2e9ae6524e4a5bb2c15da9e6276b657dd9e57d88c00442ccaa8dd799a67a4d8f
727,12/20/2018,Reservation,HMQ8HYRQK3,12/19/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,46.95,,1.45,4.0,3.0,8.0,673b95b377bf8abdf3023049750b50c82f18d9a169e86bbb17a3c35eb2536770
728,12/19/2018,Reservation,HMNMWHC2AS,12/18/2018,6.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,103.01,,3.19,4.0,3.0,8.0,c32b0027532e8a2be7166a1550361412c9d4bd6577672c68abc8613202190286
729,12/19/2018,Reservation,HMQRYEHSHD,12/18/2018,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,58.59,,1.81,4.0,3.0,8.0,7faacc4d88ca6e99335bab932bcffeff15df3fd8e383574791927fba38f8e703
730,12/20/2018,Payout,,,,,Transfer to *****6485,,USD,,1411.31,,,,,
731,12/20/2018,Reservation,HMYCWDA8QC,12/19/2018,5.0,"Red Victorian - Private room w bath, Sunshine",,,USD,394.21,,12.19,16.0,12.0,44.8,84d4c03e47f3f3515e00e651a97f8cff2054493616ea22d3092ce843e91d3a9c
732,12/20/2018,Reservation,HMYQDHMJ8W,12/19/2018,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,268.5,,8.3,16.0,12.0,32.0,369d6efc1bd4a588431e0d3a66e79160f3a778e3e2b05a67476c5a28cd28d1e9
733,12/20/2018,Reservation,HMM2Z94HJ4,12/19/2018,4.0,"Red Victorian - Private room, Earth Charter",,,USD,320.25,,9.9,27.9,13.95,27.9,f266da5baaef8503985bc8ade414b830d06971c23a4d3f66bc81840bdf91aa69
734,12/20/2018,Reservation,HM8XDYTNQQ,12/19/2018,4.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,240.56,,7.44,16.0,12.0,32.0,2e9ae6524e4a5bb2c15da9e6276b657dd9e57d88c00442ccaa8dd799a67a4d8f
735,12/20/2018,Reservation,HMQ8HYRQK3,12/19/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,187.79,,5.81,16.0,12.0,32.0,673b95b377bf8abdf3023049750b50c82f18d9a169e86bbb17a3c35eb2536770
736,12/19/2018,Payout,,,,,Transfer to *****6485,,USD,,1170.21,,,,,
737,12/19/2018,Reservation,HM5YT9K5QK,12/18/2018,5.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,169.75,,5.25,15.0,15.0,20.0,8188ccf9bc2507fa5935d75ee237286a7231a3f0c41c93ae36dfe9295883f40f
738,12/19/2018,Reservation,HMSRHQAYJB,12/18/2018,3.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,141.62,,4.38,15.0,15.0,20.0,385dca68e08399a95257f263d7887548c1a6422bfdf9f3599350bfcee25bd679
739,12/19/2018,Reservation,HMNMWHC2AS,12/18/2018,6.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,412.06,,12.74,16.0,12.0,32.0,c32b0027532e8a2be7166a1550361412c9d4bd6577672c68abc8613202190286
740,12/19/2018,Reservation,HMQRYEHSHD,12/18/2018,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,234.35,,7.25,16.0,12.0,32.0,7faacc4d88ca6e99335bab932bcffeff15df3fd8e383574791927fba38f8e703
741,12/19/2018,Reservation,HMCJF9FWPZ,12/18/2018,5.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,179.45,,5.55,15.0,15.0,20.0,cafb606aca19eed08564f51e25a37397e5f4977a629e37976af9922ca69f7258
742,12/18/2018,Reservation,HM4NPS9SNR,12/17/2018,10.0,"Red Victorian - Private room, Skylight",,,USD,32.98,,1.02,1.95,,2.93,2a2ef61874f0eb04499d8cb3859155a03341628df132e9b5735013b3ea211294
743,12/18/2018,Payout,,,,,Transfer to *****4871,,USD,,226.98,,,,,
744,12/18/2018,Reservation,HMRSCPRCX3,12/17/2018,4.0,"Red Victorian - Private room, Playground",,,USD,62.66,,1.94,4.0,3.0,8.0,1022b275c76bf9070fb3001acb86c8fb811e508cb2a708972493a67935a694cf
745,12/17/2018,Reservation,HMK8D3XKPA,12/16/2018,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,51.8,,1.6,4.0,3.0,8.0,24e9947398945cbd8f59cd12aeaa2ea8ece9e67de470d8669691b4ad90776d8f
746,12/16/2018,Reservation,HMPX5CP453,12/15/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,52.57,,1.63,4.0,3.0,8.0,c5cc7ddb2fc356c9a8f0fe1afd7c6ffef1808bf630b4ccd8db85b132b8909a39
747,12/16/2018,Reservation,HMAJMBHSYJ,12/15/2018,4.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,59.95,,1.85,4.0,3.0,8.0,2ce9cfdb63b01a242308df7dbfdee3f33f2ad4013dae0b518a03c2ce98813636
748,12/18/2018,Payout,,,,,Transfer to *****6485,,USD,,2086.97,,,,,
749,12/18/2018,Reservation,HM5CKNBWWA,12/17/2018,6.0,Red Victorian - Twin Bunks in shared Friends Room,,,USD,368.6,,11.4,15.0,15.0,20.0,dd8df0374098e97c1c83931525210fcb58f36a9f82c4a121fbea5678c5506094
750,12/18/2018,Reservation,HMRSCPRCX3,12/17/2018,4.0,"Red Victorian - Private room, Playground",,,USD,250.65,,7.75,16.0,12.0,32.0,1022b275c76bf9070fb3001acb86c8fb811e508cb2a708972493a67935a694cf
751,12/18/2018,Reservation,HM3Z9TXXBP,12/17/2018,7.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,380.8,,11.78,35.0,20.0,20.0,b7bab229ca022e22926ad090a5def2bcf6b877ed05e76db7b007a378be28abaf
752,12/18/2018,Reservation,HMR3SYYH92,12/17/2018,8.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,315.44,,8.7,30.0,,,895e0fb638ce470e1f2a8e76311943d6ef752e1c3f4ccfaa31d6db71e53e3a4d
753,12/18/2018,Reservation,HMZ9P9BQ54,12/17/2018,14.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,76.66,,0.42,0.0,,1.9,ffd7dae0c831e32d82b939c632f3c62ad1dc12ac919b136de29150cef7a730f4
754,12/18/2018,Reservation,HM4NPS9SNR,12/17/2018,10.0,"Red Victorian - Private room, Skylight",,,USD,471.07,,14.57,27.9,,41.85,2a2ef61874f0eb04499d8cb3859155a03341628df132e9b5735013b3ea211294
755,12/18/2018,Reservation,HMS8PQ2HTA,12/17/2018,7.0,Red Victorian - Bed  in shared Friends Room,,,USD,223.75,,6.92,15.0,15.0,11.67,519bb851dd7cfebbff481fda1d1aa1186fa3373ede853be1f1b1c35a0d19d3ad
756,12/17/2018,Payout,,,,,Transfer to *****6485,,USD,,230.82,,,,,
757,12/17/2018,Reservation,HMK8D3XKPA,12/16/2018,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,207.19,,6.41,16.0,12.0,32.0,24e9947398945cbd8f59cd12aeaa2ea8ece9e67de470d8669691b4ad90776d8f
758,12/15/2018,Reservation,HMEBBK22PH,12/14/2018,7.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,23.63,,0.73,1.61,1.61,2.45,1ac242ff9e8779d12046d0e444f6d5cecde5f0969de2823f6bfc718bd8eadc37
759,12/16/2018,Payout,,,,,Transfer to *****7750,,USD,,114.56,,,,,
760,12/16/2018,Reservation,HMJQX98FME,12/15/2018,7.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,29.21,,0.9,2.1,1.05,2.1,83affd1dfa855e94f71bd4393a4daec826661418da8de6b4a7434569cc9d0948
761,12/15/2018,Reservation,HM53KADZSC,12/14/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,59.75,,1.85,4.0,3.0,8.0,cb994d8c0f05e8e077e0c31f6300faccf2558084c01ccf7834d864f512139f9f
762,12/13/2018,Reservation,HMFYMFQDKH,12/12/2018,5.0,"Red Victorian - Private room, Skylight",,,USD,25.6,,0.79,2.1,,3.15,db45daf12301f901e50b66937fea0fbff65865fe608d32634b0b7b569030e5f0
763,12/16/2018,Payout,,,,,Transfer to *****6485,,USD,,388.06,,,,,
764,12/16/2018,Reservation,HMJQX98FME,12/15/2018,7.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,388.06,,12.01,27.9,13.95,27.9,83affd1dfa855e94f71bd4393a4daec826661418da8de6b4a7434569cc9d0948
765,12/16/2018,Payout,,,,,Transfer to *****6485,,USD,,1431.72,,,,,
766,12/16/2018,Reservation,HMDMK93CAN,12/15/2018,2.0,"Red Victorian - Private room for 3, Friends Room",,,USD,288.09,,8.91,75.0,,,2bb651cae172f5d07b3c78221813cc0d573d2adff5d2a2e1903a180294802fa3
767,12/16/2018,Reservation,HMPX5CP453,12/15/2018,3.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,210.3,,6.5,16.0,12.0,32.0,c5cc7ddb2fc356c9a8f0fe1afd7c6ffef1808bf630b4ccd8db85b132b8909a39
768,12/16/2018,Reservation,HMAJMBHSYJ,12/15/2018,4.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,239.78,,7.42,16.0,12.0,32.0,2ce9cfdb63b01a242308df7dbfdee3f33f2ad4013dae0b518a03c2ce98813636
769,12/16/2018,Reservation,HMKW43NPSZ,12/15/2018,4.0,Red Victorian - Private room -  Rainbow Room,,,USD,311.37,,9.63,20.0,15.0,40.0,0b188c975033033987c6aac2d669e23d0d262e95e6a89fc6418cc4112ba322a3
770,12/16/2018,Reservation,HMXXZ3K99M,12/15/2018,5.0,"Red Victorian - Twin Bunk, shared room Hula Hoop",,,USD,188.18,,5.82,15.0,15.0,20.0,7d7331567daac09f34775a67c65eee6523a3f48eb644b927afe83432a3e4bcb0
771,12/16/2018,Reservation,HM993QTTSE,12/15/2018,4.0,"Red Victorian - Private room, Hole in the Wall",,,USD,194.0,,6.0,0.0,,,6ad1ddbb24e648a7b91d1b4cc64d67eb1ab09bbb1aa0dd682045eb96c8633095
772,12/15/2018,Payout,,,,,Transfer to *****4871,,USD,,305.01,,,,,
773,12/15/2018,Reservation,HMPXDRX3AK,12/14/2018,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,60.14,,1.86,4.0,3.0,8.0,51eef7cd1ba72a30dd215657d3b9a4cf404f76dd6de9fc309d672a861db1feb5
774,12/15/2018,Reservation,HM5X8CDJNP,12/14/2018,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,42.87,,1.33,4.0,3.0,8.0,2a3b2e821d41861d020f373db0900f441afdfc3f29576d70b645570a6b398567
775,12/15/2018,Reservation,HM5983T5Q8,12/14/2018,3.0,"Red Victorian - Private room, Playground",,,USD,45.59,,1.41,4.0,3.0,6.0,e78dab9b322caa7459e25e1261f81d3299d2646a414d9e9407fca2bfcae02775
776,12/15/2018,Reservation,HMZAP83RFS,12/14/2018,4.0,"Red Victorian - Private room, Earth Charter",,,USD,23.9,,0.74,2.1,1.05,2.1,85a1beb1c76150686a9eea9ddd8a387e2255714081f63795bcd2b82651d3f728
777,12/15/2018,Reservation,HMRWQFB2WD,12/14/2018,4.0,"Red Victorian - Private room, Peace Room",,,USD,64.41,,1.99,6.0,4.0,3.0,3bdf6ab64db47de7148013d3cb45c9338165485af13d2920938f041989080915
778,12/14/2018,Reservation,HMJTHRQ2NE,12/13/2018,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,28.91,,0.89,4.0,3.0,8.0,88b197e259d6357e5ec2ef9c426137ba2172bf3925ebde66f459221cd324014f
779,12/14/2018,Reservation,HMSCYZCM4D,12/13/2018,2.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,39.19,,1.21,4.0,3.0,8.0,a8c10acff5e5641e8ef5c5057a209f1363acf68d043fc2f265d8aa5b5821a835
780,12/15/2018,Payout,,,,,Transfer to *****6485,,USD,,2019.31,,,,,
781,12/15/2018,Reservation,HMPXDRX3AK,12/14/2018,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,240.56,,7.44,16.0,12.0,32.0,51eef7cd1ba72a30dd215657d3b9a4cf404f76dd6de9fc309d672a861db1feb5
782,12/15/2018,Reservation,HM53KADZSC,12/14/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,239.01,,7.39,16.0,12.0,32.0,cb994d8c0f05e8e077e0c31f6300faccf2558084c01ccf7834d864f512139f9f
783,12/15/2018,Reservation,HM5X8CDJNP,12/14/2018,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,171.5,,5.3,16.0,12.0,32.0,2a3b2e821d41861d020f373db0900f441afdfc3f29576d70b645570a6b398567
784,12/15/2018,Reservation,HM82F84E5A,12/14/2018,2.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,102.82,,3.18,15.0,15.0,20.0,a5b8ead09db8b5764592b624389454985e0bacd1d3f4ac3ded1c562c770d572f
785,12/15/2018,Reservation,HM5983T5Q8,12/14/2018,3.0,"Red Victorian - Private room, Playground",,,USD,182.36,,5.64,16.0,12.0,24.0,e78dab9b322caa7459e25e1261f81d3299d2646a414d9e9407fca2bfcae02775
786,12/15/2018,Reservation,HMZAP83RFS,12/14/2018,4.0,"Red Victorian - Private room, Earth Charter",,,USD,317.54,,9.82,27.9,13.95,27.9,85a1beb1c76150686a9eea9ddd8a387e2255714081f63795bcd2b82651d3f728
787,12/15/2018,Reservation,HMCD8RDEYP,12/14/2018,2.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,179.06,,5.54,35.0,20.0,20.0,c0539ccfc569cf68d8df5888e2192d5bb1f28823a63c56fb52b1d3b1615095fe
788,12/15/2018,Reservation,HMRWQFB2WD,12/14/2018,4.0,"Red Victorian - Private room, Peace Room",,,USD,257.63,,7.97,24.0,16.0,12.0,3bdf6ab64db47de7148013d3cb45c9338165485af13d2920938f041989080915
789,12/15/2018,Reservation,HM4DK9JYMJ,12/14/2018,3.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,131.92,,4.08,15.0,15.0,20.0,ffd7dae0c831e32d82b939c632f3c62ad1dc12ac919b136de29150cef7a730f4
790,12/15/2018,Reservation,HMEBBK22PH,12/14/2018,7.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,196.91,,6.09,13.39,13.39,20.41,1ac242ff9e8779d12046d0e444f6d5cecde5f0969de2823f6bfc718bd8eadc37
791,12/14/2018,Payout,,,,,Transfer to *****6485,,USD,,332.19,,,,,
792,12/14/2018,Reservation,HMJTHRQ2NE,12/13/2018,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,115.62,,3.58,16.0,12.0,32.0,88b197e259d6357e5ec2ef9c426137ba2172bf3925ebde66f459221cd324014f
793,12/14/2018,Reservation,HMSCYZCM4D,12/13/2018,2.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,156.75,,4.85,16.0,12.0,32.0,a8c10acff5e5641e8ef5c5057a209f1363acf68d043fc2f265d8aa5b5821a835
